date,product_id,store_id,units_sold,unit_price,total_revenue
2026-07-07,P005,S002,3,35.0,105.0
2026-07-08,P005,S002,1,35.0,35.0
2026-07-09,P005,S002,6,35.0,210.0
2026-07-10,P005,S002,2,35.0,70.0
2026-07-11,P005,S002,3,35.0,105.0
2026-07-12,P005,S002,3,35.0,105.0
2026-07-13,P005,S002,3,35.0,105.0
2026-07-14,P005,S002,1,35.0,35.0
2026-07-15,P005,S002,1,35.0,35.0
2026-07-16,P005,S002,4,35.0,140.0
2026-07-17,P005,S002,3,35.0,105.0
2026-07-18,P005,S002,4,35.0,140.0
2026-07-19,P005,S002,3,35.0,105.0
2026-07-20,P005,S002,5,35.0,175.0
2026-07-21,P005,S002,3,35.0,105.0
2026-07-22,P005,S002,3,35.0,105.0
2026-07-23,P005,S002,1,35.0,35.0
2026-07-24,P005,S002,2,35.0,70.0
2026-07-25,P005,S002,4,35.0,140.0
2026-07-26,P005,S002,3,35.0,105.0
2026-07-27,P005,S002,3,35.0,105.0
2026-07-28,P005,S002,2,35.0,70.0
2026-07-29,P005,S002,3,35.0,105.0
2026-07-30,P005,S002,1,35.0,35.0
2026-07-31,P005,S002,2,35.0,70.0
2026-08-01,P005,S002,2,35.0,70.0
2026-08-02,P005,S002,4,35.0,140.0
2026-08-03,P005,S002,4,35.0,140.0
2026-08-04,P005,S002,2,35.0,70.0
2026-08-05,P005,S002,5,35.0,175.0
2026-08-06,P005,S002,1,35.0,35.0
2026-08-07,P005,S002,2,35.0,70.0
2026-08-08,P005,S002,6,35.0,210.0
2026-08-09,P005,S002,6,35.0,210.0
2026-08-10,P005,S002,8,35.0,280.0
2026-08-11,P005,S002,0,35.0,0.0
2026-08-12,P005,S002,4,35.0,140.0
2026-08-13,P005,S002,3,35.0,105.0
2026-08-14,P005,S002,2,35.0,70.0
2026-08-15,P005,S002,6,35.0,210.0
2026-08-16,P005,S002,5,35.0,175.0
2026-08-17,P005,S002,1,35.0,35.0
2026-08-18,P005,S002,0,35.0,0.0
2026-08-19,P005,S002,5,35.0,175.0
2026-08-20,P005,S002,6,35.0,210.0
2026-08-21,P005,S002,1,35.0,35.0
2026-08-22,P005,S002,4,35.0,140.0
2026-08-23,P005,S002,5,35.0,175.0
2026-08-24,P005,S002,3,35.0,105.0
2026-08-25,P005,S002,3,35.0,105.0
2026-08-26,P005,S002,1,35.0,35.0
2026-08-27,P005,S002,0,35.0,0.0
2026-08-28,P005,S002,4,35.0,140.0
2026-08-29,P005,S002,5,35.0,175.0
2026-08-30,P005,S002,3,35.0,105.0
2026-08-31,P005,S002,3,35.0,105.0
2026-09-01,P005,S002,6,35.0,210.0
2026-09-02,P005,S002,5,35.0,175.0
2026-09-03,P005,S002,3,35.0,105.0
2026-09-04,P005,S002,1,35.0,35.0
2026-09-05,P005,S002,4,35.0,140.0
2026-06-08,P005,S003,3,35.0,105.0
2026-06-09,P005,S003,1,35.0,35.0
2026-06-10,P005,S003,1,35.0,35.0
2026-06-11,P005,S003,1,35.0,35.0
2026-06-12,P005,S003,2,35.0,70.0
2026-06-13,P005,S003,0,35.0,0.0
2026-06-14,P005,S003,3,35.0,105.0
2026-06-15,P005,S003,1,35.0,35.0
2026-06-16,P005,S003,0,35.0,0.0
2026-06-17,P005,S003,0,35.0,0.0
2026-06-18,P005,S003,1,35.0,35.0
2026-06-19,P005,S003,0,35.0,0.0
2026-06-20,P005,S003,2,35.0,70.0
2026-06-21,P005,S003,1,35.0,35.0
2026-06-22,P005,S003,0,35.0,0.0
2026-06-23,P005,S003,0,35.0,0.0
2026-06-24,P005,S003,1,35.0,35.0
2026-06-25,P005,S003,0,35.0,0.0
2026-06-26,P005,S003,2,35.0,70.0
2026-06-27,P005,S003,1,35.0,35.0
2026-06-28,P005,S003,2,35.0,70.0
2026-06-29,P005,S003,1,35.0,35.0
2026-06-30,P005,S003,0,35.0,0.0
2026-07-01,P005,S003,1,35.0,35.0
2026-07-02,P005,S003,6,35.0,210.0
2026-07-03,P005,S003,2,35.0,70.0
2026-07-04,P005,S003,2,35.0,70.0
2026-07-05,P005,S003,1,35.0,35.0
2026-07-06,P005,S003,3,35.0,105.0
2026-07-07,P005,S003,1,35.0,35.0
2026-07-08,P005,S003,3,35.0,105.0
2026-07-09,P005,S003,0,35.0,0.0
2026-07-10,P005,S003,2,35.0,70.0
2026-07-11,P005,S003,0,35.0,0.0
2026-07-12,P005,S003,3,35.0,105.0
2026-07-13,P005,S003,2,35.0,70.0
2026-07-14,P005,S003,4,35.0,140.0
2026-07-15,P005,S003,1,35.0,35.0
2026-07-16,P005,S003,3,35.0,105.0
2026-07-17,P005,S003,0,35.0,0.0
2026-07-18,P005,S003,2,35.0,70.0
2026-07-19,P005,S003,1,35.0,35.0
2026-07-20,P005,S003,1,35.0,35.0
2026-07-21,P005,S003,0,35.0,0.0
2026-07-22,P005,S003,1,35.0,35.0
2026-07-23,P005,S003,0,35.0,0.0
2026-07-24,P005,S003,0,35.0,0.0
2026-07-25,P005,S003,3,35.0,105.0
2026-07-26,P005,S003,0,35.0,0.0
2026-07-27,P005,S003,3,35.0,105.0
2026-07-28,P005,S003,2,35.0,70.0
2026-07-29,P005,S003,1,35.0,35.0
2026-07-30,P005,S003,4,35.0,140.0
2026-07-31,P005,S003,2,35.0,70.0
2026-08-01,P005,S003,3,35.0,105.0
2026-08-02,P005,S003,2,35.0,70.0
2026-08-03,P005,S003,1,35.0,35.0
2026-08-04,P005,S003,2,35.0,70.0
2026-08-05,P005,S003,3,35.0,105.0
2026-08-06,P005,S003,2,35.0,70.0
2026-08-07,P005,S003,1,35.0,35.0
2026-08-08,P005,S003,2,35.0,70.0
2026-08-09,P005,S003,3,35.0,105.0
2026-08-10,P005,S003,0,35.0,0.0
2026-08-11,P005,S003,1,35.0,35.0
2026-08-12,P005,S003,0,35.0,0.0
2026-08-13,P005,S003,1,35.0,35.0
2026-08-14,P005,S003,0,35.0,0.0
2026-08-15,P005,S003,2,35.0,70.0
2026-08-16,P005,S003,2,35.0,70.0
2026-08-17,P005,S003,2,35.0,70.0
2026-08-18,P005,S003,0,35.0,0.0
2026-08-19,P005,S003,2,35.0,70.0
2026-08-20,P005,S003,2,35.0,70.0
2026-08-21,P005,S003,3,35.0,105.0
2026-08-22,P005,S003,3,35.0,105.0
2026-08-23,P005,S003,3,35.0,105.0
2026-08-24,P005,S003,2,35.0,70.0
2026-08-25,P005,S003,1,35.0,35.0
2026-08-26,P005,S003,1,35.0,35.0
2026-08-27,P005,S003,2,35.0,70.0
2026-08-28,P005,S003,2,35.0,70.0
2026-08-29,P005,S003,2,35.0,70.0
2026-08-30,P005,S003,1,35.0,35.0
2026-08-31,P005,S003,1,35.0,35.0
2026-09-01,P005,S003,1,35.0,35.0
2026-09-02,P005,S003,0,35.0,0.0
2026-09-03,P005,S003,2,35.0,70.0
2026-09-04,P005,S003,2,35.0,70.0
2026-09-05,P005,S003,4,35.0,140.0
2026-06-08,P005,S004,1,35.0,35.0
2026-06-09,P005,S004,1,35.0,35.0
2026-06-10,P005,S004,0,35.0,0.0
2026-06-11,P005,S004,0,35.0,0.0
2026-06-12,P005,S004,2,35.0,70.0
2026-06-13,P005,S004,2,35.0,70.0
2026-06-14,P005,S004,1,35.0,35.0
2026-06-15,P005,S004,5,35.0,175.0
2026-06-16,P005,S004,7,35.0,245.0
2026-06-17,P005,S004,2,35.0,70.0
2026-06-18,P005,S004,2,35.0,70.0
2026-06-19,P005,S004,2,35.0,70.0
2026-06-20,P005,S004,2,35.0,70.0
2026-06-21,P005,S004,3,35.0,105.0
2026-06-22,P005,S004,1,35.0,35.0
2026-06-23,P005,S004,5,35.0,175.0
2026-06-24,P005,S004,2,35.0,70.0
2026-06-25,P005,S004,3,35.0,105.0
2026-06-26,P005,S004,3,35.0,105.0
2026-06-27,P005,S004,4,35.0,140.0
2026-06-28,P005,S004,5,35.0,175.0
2026-06-29,P005,S004,5,35.0,175.0
2026-06-30,P005,S004,2,35.0,70.0
2026-07-01,P005,S004,3,35.0,105.0
2026-07-02,P005,S004,4,35.0,140.0
2026-07-03,P005,S004,2,35.0,70.0
2026-07-04,P005,S004,0,35.0,0.0
2026-07-05,P005,S004,6,35.0,210.0
2026-07-06,P005,S004,5,35.0,175.0
2026-07-07,P005,S004,3,35.0,105.0
2026-07-08,P005,S004,4,35.0,140.0
2026-07-09,P005,S004,3,35.0,105.0
2026-07-10,P005,S004,3,35.0,105.0
2026-07-11,P005,S004,1,35.0,35.0
2026-07-12,P005,S004,3,35.0,105.0
2026-07-13,P005,S004,1,35.0,35.0
2026-07-14,P005,S004,5,35.0,175.0
2026-07-15,P005,S004,3,35.0,105.0
2026-07-16,P005,S004,1,35.0,35.0
2026-07-17,P005,S004,4,35.0,140.0
2026-07-18,P005,S004,3,35.0,105.0
2026-07-19,P005,S004,2,35.0,70.0
2026-07-20,P005,S004,3,35.0,105.0
2026-07-21,P005,S004,1,35.0,35.0
2026-07-22,P005,S004,2,35.0,70.0
2026-07-23,P005,S004,2,35.0,70.0
2026-07-24,P005,S004,4,35.0,140.0
2026-07-25,P005,S004,3,35.0,105.0
2026-07-26,P005,S004,5,35.0,175.0
2026-07-27,P005,S004,1,35.0,35.0
2026-07-28,P005,S004,3,35.0,105.0
2026-07-29,P005,S004,2,35.0,70.0
2026-07-30,P005,S004,4,35.0,140.0
2026-07-31,P005,S004,3,35.0,105.0
2026-08-01,P005,S004,4,35.0,140.0
2026-08-02,P005,S004,5,35.0,175.0
2026-08-03,P005,S004,2,35.0,70.0
2026-08-04,P005,S004,2,35.0,70.0
2026-08-05,P005,S004,2,35.0,70.0
2026-08-06,P005,S004,3,35.0,105.0
2026-08-07,P005,S004,3,35.0,105.0
2026-08-08,P005,S004,6,35.0,210.0
2026-08-09,P005,S004,2,35.0,70.0
2026-08-10,P005,S004,2,35.0,70.0
2026-08-11,P005,S004,3,35.0,105.0
2026-08-12,P005,S004,2,35.0,70.0
2026-08-13,P005,S004,1,35.0,35.0
2026-08-14,P005,S004,4,35.0,140.0
2026-08-15,P005,S004,1,35.0,35.0
2026-08-16,P005,S004,1,35.0,35.0
2026-08-17,P005,S004,3,35.0,105.0
2026-08-18,P005,S004,2,35.0,70.0
2026-08-19,P005,S004,3,35.0,105.0
2026-08-20,P005,S004,3,35.0,105.0
2026-08-21,P005,S004,0,35.0,0.0
2026-08-22,P005,S004,5,35.0,175.0
2026-08-23,P005,S004,4,35.0,140.0
2026-08-24,P005,S004,3,35.0,105.0
2026-08-25,P005,S004,4,35.0,140.0
2026-08-26,P005,S004,4,35.0,140.0
2026-08-27,P005,S004,1,35.0,35.0
2026-08-28,P005,S004,3,35.0,105.0
2026-08-29,P005,S004,4,35.0,140.0
2026-08-30,P005,S004,2,35.0,70.0
2026-08-31,P005,S004,5,35.0,175.0
2026-09-01,P005,S004,3,35.0,105.0
2026-09-02,P005,S004,4,35.0,140.0
2026-09-03,P005,S004,3,35.0,105.0
2026-09-04,P005,S004,0,35.0,0.0
2026-09-05,P005,S004,4,35.0,140.0
2026-06-08,P006,S001,5,6.5,32.5
2026-06-09,P006,S001,4,6.5,26.0
2026-06-10,P006,S001,6,6.5,39.0
2026-06-11,P006,S001,7,6.5,45.5
2026-06-12,P006,S001,12,6.5,78.0
2026-06-13,P006,S001,8,6.5,52.0
2026-06-14,P006,S001,6,6.5,39.0
2026-06-15,P006,S001,9,6.5,58.5
2026-06-16,P006,S001,9,6.5,58.5
2026-06-17,P006,S001,9,6.5,58.5
2026-06-18,P006,S001,8,6.5,52.0
2026-06-19,P006,S001,6,6.5,39.0
2026-06-20,P006,S001,5,6.5,32.5
2026-06-21,P006,S001,8,6.5,52.0
2026-06-22,P006,S001,9,6.5,58.5
2026-06-23,P006,S001,12,6.5,78.0
2026-06-24,P006,S001,11,6.5,71.5
2026-06-25,P006,S001,7,6.5,45.5
2026-06-26,P006,S001,7,6.5,45.5
2026-06-27,P006,S001,8,6.5,52.0
2026-06-28,P006,S001,8,6.5,52.0
2026-06-29,P006,S001,9,6.5,58.5
2026-06-30,P006,S001,8,6.5,52.0
2026-07-01,P006,S001,5,6.5,32.5
2026-07-02,P006,S001,10,6.5,65.0
2026-07-03,P006,S001,13,6.5,84.5
2026-07-04,P006,S001,5,6.5,32.5
2026-07-05,P006,S001,14,6.5,91.0
2026-07-06,P006,S001,10,6.5,65.0
2026-07-07,P006,S001,1,6.5,6.5
2026-07-08,P006,S001,5,6.5,32.5
2026-07-09,P006,S001,10,6.5,65.0
2026-07-10,P006,S001,13,6.5,84.5
2026-07-11,P006,S001,12,6.5,78.0
2026-07-12,P006,S001,10,6.5,65.0
2026-07-13,P006,S001,9,6.5,58.5
2026-07-14,P006,S001,6,6.5,39.0
2026-07-15,P006,S001,9,6.5,58.5
2026-07-16,P006,S001,10,6.5,65.0
2026-07-17,P006,S001,8,6.5,52.0
2026-07-18,P006,S001,7,6.5,45.5
2026-07-19,P006,S001,8,6.5,52.0
2026-07-20,P006,S001,4,6.5,26.0
2026-07-21,P006,S001,10,6.5,65.0
2026-07-22,P006,S001,13,6.5,84.5
2026-07-23,P006,S001,6,6.5,39.0
2026-07-24,P006,S001,6,6.5,39.0
2026-07-25,P006,S001,10,6.5,65.0
2026-07-26,P006,S001,10,6.5,65.0
2026-07-27,P006,S001,9,6.5,58.5
2026-07-28,P006,S001,11,6.5,71.5
2026-07-29,P006,S001,7,6.5,45.5
2026-07-30,P006,S001,8,6.5,52.0
2026-07-31,P006,S001,8,6.5,52.0
2026-08-01,P006,S001,6,6.5,39.0
2026-08-02,P006,S001,13,6.5,84.5
2026-08-03,P006,S001,15,6.5,97.5
2026-08-04,P006,S001,8,6.5,52.0
2026-08-05,P006,S001,4,6.5,26.0
2026-08-06,P006,S001,10,6.5,65.0
2026-08-07,P006,S001,6,6.5,39.0
2026-08-08,P006,S001,12,6.5,78.0
2026-08-09,P006,S001,14,6.5,91.0
2026-08-10,P006,S001,8,6.5,52.0
2026-08-11,P006,S001,12,6.5,78.0
2026-08-12,P006,S001,4,6.5,26.0
2026-08-13,P006,S001,7,6.5,45.5
2026-08-14,P006,S001,6,6.5,39.0
2026-08-15,P006,S001,9,6.5,58.5
2026-08-16,P006,S001,6,6.5,39.0
2026-08-17,P006,S001,6,6.5,39.0
2026-08-18,P006,S001,6,6.5,39.0
2026-08-19,P006,S001,7,6.5,45.5
2026-08-20,P006,S001,3,6.5,19.5
2026-08-21,P006,S001,8,6.5,52.0
2026-08-22,P006,S001,13,6.5,84.5
2026-08-23,P006,S001,6,6.5,39.0
2026-08-24,P006,S001,9,6.5,58.5
2026-08-25,P006,S001,9,6.5,58.5
2026-08-26,P006,S001,7,6.5,45.5
2026-08-27,P006,S001,6,6.5,39.0
2026-08-28,P006,S001,11,6.5,71.5
2026-08-29,P006,S001,11,6.5,71.5
2026-08-30,P006,S001,5,6.5,32.5
2026-08-31,P006,S001,8,6.5,52.0
2026-09-01,P006,S001,7,6.5,45.5
2026-09-02,P006,S001,8,6.5,52.0
2026-09-03,P006,S001,8,6.5,52.0
2026-09-04,P006,S001,12,6.5,78.0
2026-09-05,P006,S001,8,6.5,52.0
2026-06-08,P006,S002,9,6.5,58.5
2026-06-09,P006,S002,9,6.5,58.5
2026-06-10,P006,S002,9,6.5,58.5
2026-06-11,P006,S002,5,6.5,32.5
2026-06-12,P006,S002,8,6.5,52.0
2026-06-13,P006,S002,7,6.5,45.5
2026-06-14,P006,S002,11,6.5,71.5
2026-06-15,P006,S002,6,6.5,39.0
2026-06-16,P006,S002,9,6.5,58.5
2026-06-17,P006,S002,9,6.5,58.5
2026-06-18,P006,S002,11,6.5,71.5
2026-06-19,P006,S002,8,6.5,52.0
2026-06-20,P006,S002,12,6.5,78.0
2026-06-21,P006,S002,10,6.5,65.0
2026-06-22,P006,S002,9,6.5,58.5
2026-06-23,P006,S002,7,6.5,45.5
2026-06-24,P006,S002,9,6.5,58.5
2026-06-25,P006,S002,12,6.5,78.0
2026-06-26,P006,S002,4,6.5,26.0
2026-06-27,P006,S002,11,6.5,71.5
2026-06-28,P006,S002,19,6.5,123.5
2026-06-29,P006,S002,9,6.5,58.5
2026-06-30,P006,S002,7,6.5,45.5
2026-07-01,P006,S002,12,6.5,78.0
2026-07-02,P006,S002,4,6.5,26.0
2026-07-03,P006,S002,9,6.5,58.5
2026-07-04,P006,S002,19,6.5,123.5
2026-07-05,P006,S002,9,6.5,58.5
2026-07-06,P006,S002,5,6.5,32.5
2026-07-07,P006,S002,11,6.5,71.5
2026-07-08,P006,S002,8,6.5,52.0
2026-07-09,P006,S002,8,6.5,52.0
2026-07-10,P006,S002,9,6.5,58.5
2026-07-11,P006,S002,10,6.5,65.0
2026-07-12,P006,S002,11,6.5,71.5
2026-07-13,P006,S002,5,6.5,32.5
2026-07-14,P006,S002,8,6.5,52.0
2026-07-15,P006,S002,8,6.5,52.0
2026-07-16,P006,S002,7,6.5,45.5
2026-07-17,P006,S002,8,6.5,52.0
2026-07-18,P006,S002,13,6.5,84.5
2026-07-19,P006,S002,8,6.5,52.0
2026-07-20,P006,S002,9,6.5,58.5
2026-07-21,P006,S002,9,6.5,58.5
2026-07-22,P006,S002,4,6.5,26.0
2026-07-23,P006,S002,10,6.5,65.0
2026-07-24,P006,S002,9,6.5,58.5
2026-07-25,P006,S002,9,6.5,58.5
2026-07-26,P006,S002,13,6.5,84.5
2026-07-27,P006,S002,10,6.5,65.0
2026-07-28,P006,S002,5,6.5,32.5
2026-07-29,P006,S002,9,6.5,58.5
2026-07-30,P006,S002,6,6.5,39.0
2026-07-31,P006,S002,8,6.5,52.0
2026-08-01,P006,S002,9,6.5,58.5
2026-08-02,P006,S002,10,6.5,65.0
2026-08-03,P006,S002,13,6.5,84.5
2026-08-04,P006,S002,12,6.5,78.0
2026-08-05,P006,S002,8,6.5,52.0
2026-08-06,P006,S002,8,6.5,52.0
2026-08-07,P006,S002,5,6.5,32.5
2026-08-08,P006,S002,5,6.5,32.5
2026-08-09,P006,S002,14,6.5,91.0
2026-08-10,P006,S002,8,6.5,52.0
2026-08-11,P006,S002,3,6.5,19.5
2026-08-12,P006,S002,9,6.5,58.5
2026-08-13,P006,S002,8,6.5,52.0
2026-08-14,P006,S002,10,6.5,65.0
2026-08-15,P006,S002,14,6.5,91.0
2026-08-16,P006,S002,13,6.5,84.5
2026-08-17,P006,S002,7,6.5,45.5
2026-08-18,P006,S002,4,6.5,26.0
2026-08-19,P006,S002,7,6.5,45.5
2026-08-20,P006,S002,12,6.5,78.0
2026-08-21,P006,S002,9,6.5,58.5
2026-08-22,P006,S002,9,6.5,58.5
2026-08-23,P006,S002,15,6.5,97.5
2026-08-24,P006,S002,6,6.5,39.0
2026-08-25,P006,S002,5,6.5,32.5
2026-08-26,P006,S002,8,6.5,52.0
2026-08-27,P006,S002,7,6.5,45.5
2026-08-28,P006,S002,9,6.5,58.5
2026-08-29,P006,S002,8,6.5,52.0
2026-08-30,P006,S002,16,6.5,104.0
2026-08-31,P006,S002,10,6.5,65.0
2026-09-01,P006,S002,3,6.5,19.5
2026-09-02,P006,S002,4,6.5,26.0
2026-09-03,P006,S002,9,6.5,58.5
2026-09-04,P006,S002,8,6.5,52.0
2026-09-05,P006,S002,11,6.5,71.5
2026-06-08,P006,S003,7,6.5,45.5
2026-06-09,P006,S003,9,6.5,58.5
2026-06-10,P006,S003,6,6.5,39.0
2026-06-11,P006,S003,12,6.5,78.0
2026-06-12,P006,S003,7,6.5,45.5
2026-06-13,P006,S003,9,6.5,58.5
2026-06-14,P006,S003,13,6.5,84.5
2026-06-15,P006,S003,8,6.5,52.0
2026-06-16,P006,S003,4,6.5,26.0
2026-06-17,P006,S003,7,6.5,45.5
2026-06-18,P006,S003,6,6.5,39.0
2026-06-19,P006,S003,6,6.5,39.0
2026-06-20,P006,S003,14,6.5,91.0
2026-06-21,P006,S003,4,6.5,26.0
2026-06-22,P006,S003,10,6.5,65.0
2026-06-23,P006,S003,11,6.5,71.5
2026-06-24,P006,S003,6,6.5,39.0
2026-06-25,P006,S003,13,6.5,84.5
2026-06-26,P006,S003,5,6.5,32.5
2026-06-27,P006,S003,7,6.5,45.5
2026-06-28,P006,S003,9,6.5,58.5
2026-06-29,P006,S003,8,6.5,52.0
2026-06-30,P006,S003,6,6.5,39.0
2026-07-01,P006,S003,5,6.5,32.5
2026-07-02,P006,S003,5,6.5,32.5
2026-07-03,P006,S003,5,6.5,32.5
2026-07-04,P006,S003,9,6.5,58.5
2026-07-05,P006,S003,15,6.5,97.5
2026-07-06,P006,S003,8,6.5,52.0
2026-07-07,P006,S003,8,6.5,52.0
2026-07-08,P006,S003,10,6.5,65.0
2026-07-09,P006,S003,12,6.5,78.0
2026-07-10,P006,S003,10,6.5,65.0
2026-07-11,P006,S003,14,6.5,91.0
2026-07-12,P006,S003,8,6.5,52.0
2026-07-13,P006,S003,10,6.5,65.0
2026-07-14,P006,S003,12,6.5,78.0
2026-07-15,P006,S003,9,6.5,58.5
2026-07-16,P006,S003,8,6.5,52.0
2026-07-17,P006,S003,10,6.5,65.0
2026-07-18,P006,S003,14,6.5,91.0
2026-07-19,P006,S003,17,6.5,110.5
2026-07-20,P006,S003,2,6.5,13.0
2026-07-21,P006,S003,11,6.5,71.5
2026-07-22,P006,S003,9,6.5,58.5
2026-07-23,P006,S003,5,6.5,32.5
2026-07-24,P006,S003,2,6.5,13.0
2026-07-25,P006,S003,13,6.5,84.5
2026-07-26,P006,S003,7,6.5,45.5
2026-07-27,P006,S003,7,6.5,45.5
2026-07-28,P006,S003,6,6.5,39.0
2026-07-29,P006,S003,9,6.5,58.5
2026-07-30,P006,S003,7,6.5,45.5
2026-07-31,P006,S003,8,6.5,52.0
2026-08-01,P006,S003,8,6.5,52.0
2026-08-02,P006,S003,7,6.5,45.5
2026-08-03,P006,S003,6,6.5,39.0
2026-08-04,P006,S003,7,6.5,45.5
2026-08-05,P006,S003,11,6.5,71.5
2026-08-06,P006,S003,9,6.5,58.5
2026-08-07,P006,S003,13,6.5,84.5
2026-08-08,P006,S003,11,6.5,71.5
2026-08-09,P006,S003,9,6.5,58.5
2026-08-10,P006,S003,7,6.5,45.5
2026-08-11,P006,S003,7,6.5,45.5
2026-08-12,P006,S003,5,6.5,32.5
2026-08-13,P006,S003,10,6.5,65.0
2026-08-14,P006,S003,6,6.5,39.0
2026-08-15,P006,S003,12,6.5,78.0
2026-08-16,P006,S003,12,6.5,78.0
2026-08-17,P006,S003,7,6.5,45.5
2026-08-18,P006,S003,5,6.5,32.5
2026-08-19,P006,S003,5,6.5,32.5
2026-08-20,P006,S003,9,6.5,58.5
2026-08-21,P006,S003,11,6.5,71.5
2026-08-22,P006,S003,9,6.5,58.5
2026-08-23,P006,S003,11,6.5,71.5
2026-08-24,P006,S003,8,6.5,52.0
2026-08-25,P006,S003,10,6.5,65.0
2026-08-26,P006,S003,7,6.5,45.5
2026-08-27,P006,S003,9,6.5,58.5
2026-08-28,P006,S003,7,6.5,45.5
2026-08-29,P006,S003,13,6.5,84.5
2026-08-30,P006,S003,1,6.5,6.5
2026-08-31,P006,S003,2,6.5,13.0
2026-09-01,P006,S003,1,6.5,6.5
2026-09-02,P006,S003,1,6.5,6.5
2026-09-03,P006,S003,2,6.5,13.0
2026-09-04,P006,S003,2,6.5,13.0
2026-09-05,P006,S003,2,6.5,13.0
2026-06-08,P006,S004,7,6.5,45.5
2026-06-09,P006,S004,6,6.5,39.0
2026-06-10,P006,S004,9,6.5,58.5
2026-06-11,P006,S004,9,6.5,58.5
2026-06-12,P006,S004,10,6.5,65.0
2026-06-13,P006,S004,12,6.5,78.0
2026-06-14,P006,S004,10,6.5,65.0
2026-06-15,P006,S004,6,6.5,39.0
2026-06-16,P006,S004,3,6.5,19.5
2026-06-17,P006,S004,10,6.5,65.0
2026-06-18,P006,S004,6,6.5,39.0
2026-06-19,P006,S004,8,6.5,52.0
2026-06-20,P006,S004,9,6.5,58.5
2026-06-21,P006,S004,9,6.5,58.5
2026-06-22,P006,S004,15,6.5,97.5
2026-06-23,P006,S004,5,6.5,32.5
2026-06-24,P006,S004,5,6.5,32.5
2026-06-25,P006,S004,6,6.5,39.0
2026-06-26,P006,S004,8,6.5,52.0
2026-06-27,P006,S004,11,6.5,71.5
2026-06-28,P006,S004,10,6.5,65.0
2026-06-29,P006,S004,13,6.5,84.5
2026-06-30,P006,S004,8,6.5,52.0
2026-07-01,P006,S004,10,6.5,65.0
2026-07-02,P006,S004,6,6.5,39.0
2026-07-03,P006,S004,7,6.5,45.5
2026-07-04,P006,S004,15,6.5,97.5
2026-07-05,P006,S004,5,6.5,32.5
2026-07-06,P006,S004,4,6.5,26.0
2026-07-07,P006,S004,7,6.5,45.5
2026-07-08,P006,S004,8,6.5,52.0
2026-07-09,P006,S004,6,6.5,39.0
2026-07-10,P006,S004,9,6.5,58.5
2026-07-11,P006,S004,9,6.5,58.5
2026-07-12,P006,S004,12,6.5,78.0
2026-07-13,P006,S004,5,6.5,32.5
2026-07-14,P006,S004,6,6.5,39.0
2026-07-15,P006,S004,7,6.5,45.5
2026-07-16,P006,S004,3,6.5,19.5
2026-07-17,P006,S004,5,6.5,32.5
2026-07-18,P006,S004,5,6.5,32.5
2026-07-19,P006,S004,7,6.5,45.5
2026-07-20,P006,S004,4,6.5,26.0
2026-07-21,P006,S004,12,6.5,78.0
2026-07-22,P006,S004,6,6.5,39.0
2026-07-23,P006,S004,10,6.5,65.0
2026-07-24,P006,S004,4,6.5,26.0
2026-07-25,P006,S004,8,6.5,52.0
2026-07-26,P006,S004,9,6.5,58.5
2026-07-27,P006,S004,4,6.5,26.0
2026-07-28,P006,S004,5,6.5,32.5
2026-07-29,P006,S004,3,6.5,19.5
2026-07-30,P006,S004,8,6.5,52.0
2026-07-31,P006,S004,8,6.5,52.0
2026-08-01,P006,S004,6,6.5,39.0
2026-08-02,P006,S004,13,6.5,84.5
2026-08-03,P006,S004,10,6.5,65.0
2026-08-04,P006,S004,8,6.5,52.0
2026-08-05,P006,S004,3,6.5,19.5
2026-08-06,P006,S004,5,6.5,32.5
2026-08-07,P006,S004,11,6.5,71.5
2026-08-08,P006,S004,10,6.5,65.0
2026-08-09,P006,S004,9,6.5,58.5
2026-08-10,P006,S004,9,6.5,58.5
2026-08-11,P006,S004,8,6.5,52.0
2026-08-12,P006,S004,6,6.5,39.0
2026-08-13,P006,S004,7,6.5,45.5
2026-08-14,P006,S004,9,6.5,58.5
2026-08-15,P006,S004,9,6.5,58.5
2026-08-16,P006,S004,13,6.5,84.5
2026-08-17,P006,S004,7,6.5,45.5
2026-08-18,P006,S004,8,6.5,52.0
2026-08-19,P006,S004,8,6.5,52.0
2026-08-20,P006,S004,13,6.5,84.5
2026-08-21,P006,S004,7,6.5,45.5
2026-08-22,P006,S004,8,6.5,52.0
2026-08-23,P006,S004,9,6.5,58.5
2026-08-24,P006,S004,5,6.5,32.5
2026-08-25,P006,S004,11,6.5,71.5
2026-08-26,P006,S004,6,6.5,39.0
2026-08-27,P006,S004,10,6.5,65.0
2026-08-28,P006,S004,7,6.5,45.5
2026-08-29,P006,S004,14,6.5,91.0
2026-08-30,P006,S004,10,6.5,65.0
2026-08-31,P006,S004,7,6.5,45.5
2026-09-01,P006,S004,11,6.5,71.5
2026-09-02,P006,S004,7,6.5,45.5
2026-09-03,P006,S004,1,6.5,6.5
2026-09-04,P006,S004,9,6.5,58.5
2026-09-05,P006,S004,10,6.5,65.0
2026-06-08,P007,S001,7,4.8,33.6
2026-06-09,P007,S001,13,4.8,62.4
2026-06-10,P007,S001,20,4.8,96.0
2026-06-11,P007,S001,10,4.8,48.0
2026-06-12,P007,S001,10,4.8,48.0
2026-06-13,P007,S001,15,4.8,72.0
